id,question,options,answer
282,"Here is a question about this article: (Objective) To evaluate renal damage and impairment of renal function 1 yr after laparoscopic partial nephrectomy (LPN) with warm ischemia>30 min.
(Methods) From July 2004 to June 2005, 18 patients underwent LPN with warm ischemia time>30 min. Kidney damage markers (daily proteinuria and tubular enzymes) and renal function (serum creatinine, cystatin C, and creatinine clearances) were assessed on postoperative days 1 and 5 and at 12 mo. Glomerular filtration rate (GFR) was evaluated before surgery and at 3 mo. Renal scintigraphy was performed before the procedure, at 5 d and at 3 and 12 mo postoperatively. Statistical analysis was performed using the Student t test and logistic regression analysis.
(Results) In terms of kidney damage and renal function markers, the statistical analysis demonstrated that at 1 yr there was complete return to the normal range and no statistical difference between the values at the various time points. The GFR was not significantly different before and 3 mo after surgery. In terms of scintigraphy of the operated kidney, the values were 48.35+/-3.82% (40-50%) before the procedure, 36.88+/-8.42 (16-50%) on postoperative day 5 (p=0.0001), 40.56+/-8.96 (20-50%) at 3 mo (p=0.003), and 42.8+/-7.2% (20-50%) 1 yr after surgery (p=0.001).
What is the answer to this question: Is renal warm ischemia over 30 minutes during laparoscopic partial nephrectomy possible?","[""No"", ""Maybe"", ""Yes""]",A
606,"Please answer a question about the following text: (Objective) Our previous work demonstrated that the Transmissible Liability Index (TLI), an instrument designed as an index of liability for substance use disorder (SUD), is associated with risk of substance use disorder. This longitudinal study assessed whether TLI measured in 10-12-year-olds (late childhood) predicts suicidal behavior from age 12-14 (preadolescence) to age 25 (young adulthood). We hypothesized that TLI would predict number and severity of suicide attempts.
(Methods) Subjects were sons of men who had lifetime history of SUD (n = 250), called the High Average Risk (HAR) group, and sons of men with no lifetime history of a SUD (n = 250), called the Low Average Risk (LAR) group. The TLI was delineated at baseline (age 10-12), and age-specific versions were administered at 12-14, 16, 19, 22, and 25 years of age.
(Results) TLI was significantly associated with number and severity of lifetime suicide attempts.
Does the Transmissible Liability Index (TLI) assessed in late childhood predict suicidal symptoms at young adulthood?
- Yes
- No
- Maybe","[""No"", ""Maybe"", ""Yes""]",C
946,"Article: (Background) The most common primary brain tumors in children and adults are of astrocytic origin. Classic histologic grading schemes for astrocytomas have included evaluating the presence or absence of nuclear abnormalities, mitoses, vascular endothelial proliferation, and tumor necrosis.
(Materials and methods) We evaluated the vascular pattern of 17 astrocytoma surgical specimens (seven from children and 10 from adults), and four normal brains obtained at autopsy, utilizing antibody to glial fibrillary acidic protein (GFAP) and von Willebrand factor (vWF) utilizing confocal microscopy. A modified WHO classification was used.
(Results) All tumor cases showed cells positive for GFAP. Control tissues showed a few, widely separated vessels. Pilocytic astrocytomas (four cases) showed lacy clusters of small-to-medium sized vessels, with intact vessel wall integrity. Diffuse, low grade astrocytoma (three cases) showed a staining pattern similar to control tissue; intermediate grade (one case), anaplastic astrocytoma (three cases) and gliobastoma multiforme (six cases) showed an increased vessel density with multiple small vessels (glomeruloid clusters), some with prominent intimal hyperplasia, loss of vessel wall integrity, and with numerous vWF-positive single cells/microvessels within the tumor substance.

Question: Are endothelial cell patterns of astrocytomas indicative of grade? Yes, No, or Maybe?","[""No"", ""Maybe"", ""Yes""]",C
173,"Context: (Purpose of the study) We searched for factors present preoperatively which could be used to predict the intensity of postoperative pain.
(Material and methods) We undertook a prospective study among all patients aged over 18 years who underwent shoulder surgery from January to September 2004 in our unit. The study included 86 patients for which the following data were noted preoperatively: past history of pain, intensity and duration of prior pain, triggering factors, localization, psychological context. The intensity of the postoperative pain was measured on a visual analog scale (VAS); measurements were noted up to 24 hours postop then at one month. Data processing was performed with Statview5.5.
(Results) Significant postoperative pain was correlated with a prior history of surgical pain, with duration of prior pain, with intensity of preoperative pain, and with depression.
(Discussion) Significant sustained preoperative pain can favor memory of pain leading to postoperative sensitivization of nociception neurons. Intense postoperative pain can favor the development of refractory chronic pain.
Question: Can the postoperative pain level be predicted preoperatively?
Answer:","[""No"", ""Maybe"", ""Yes""]",C
333,"(Objective) The authors examined equivalence of wandering and physically nonaggressive agitation (PNA) as concepts.
(Design) A cross-sectional correlational design was used.
(Setting) Participants were recruited from 22 nursing homes and 6 assisted living facilities in two states.
(Participants) Ambulatory residents meeting DSM-IV criteria for dementia (N = 181) were studied.
(Measurements) Video-tapes for up to twelve 20-minute observations per participant were coded for wandering using an empirically derived taxonomy of ambulation patterns. Separate raters coded the same tapes for six PNA behaviors on the agitation behavior mapping instrument.
(Results) Most participants (73.5%) wandered; all showed PNA behaviors. Factor analyses yielded an one-factor solution for wandering (explained variance = 43.66%) and a two-factor solution for PNA (explained variance = 53.45%). Overall wandering correlated significantly with PNA Factor 1 (df =179, r = 0.68, p<0.001) and Factor 2, but at a lower value (df = 179, r = 0.26, p<0.01).
Answer this question based on the article: Are wandering and physically nonaggressive agitation equivalent?","[""No"", ""Maybe"", ""Yes""]",A
809,"Context: (Purpose) Mossy fibers are the sole excitatory projection from dentate gyrus granule cells to the hippocampus, forming part of the trisynaptic hippocampal circuit. They undergo significant plasticity during epileptogenesis and have been implicated in seizure generation. Mossy fibers are a highly unusual projection in the mammalian brain; in addition to glutamate, they release adenosine, dynorphin, zinc, and possibly other peptides. Mossy fiber terminals also show intense immunoreactivity for the inhibitory neurotransmitter gamma-aminobutyric acid (GABA), and immunoreactivity for GAD67. The purpose of this review is to present physiologic evidence of GABA release by mossy fibers and its modulation by epileptic activity.
(Methods) We used hippocampal slices from 3- to 5-week-old guinea pigs and made whole-cell voltage clamp recordings from CA3 pyramidal cells. We placed stimulating electrodes in stratum granulosum and adjusted their position in order to recruit mossy fiber to CA3 projections.
(Results) We have shown that electrical stimuli that recruit dentate granule cells elicit monosynaptic GABAA receptor-mediated synaptic signals in CA3 pyramidal neurons. These inhibitory signals satisfy the criteria that distinguish mossy fiber-CA3 synapses: high sensitivity to metabotropic glutamate-receptor agonists, facilitation during repetitive stimulation, and N-methyl-D-aspartate (NMDA) receptor-independent long-term potentiation.
Question: Do mossy fibers release GABA?
Answer:","[""No"", ""Maybe"", ""Yes""]",C
87,"Article: (Objectives) To compare analgesic management of daily pain for dying nursing home residents enrolled and not enrolled in Medicare hospice.
(Design) Retrospective, comparative cohort study.
(Setting) Over 800 nursing homes in Kansas, Maine, Mississippi, New York, and South Dakota.
(Participants) A subset of residents with daily pain near the end of life taken from a matched cohort of hospice (2,644) and nonhospice (7,929) nursing home residents who had at least two resident assessments (Minimum Data Sets (MDSs)) completed, their last between 1992 and 1996, and who died before April 1997. The daily pain subset consisted of 709 hospice and 1,326 nonhospice residents.
(Measurements) Detailed drug use data contained on the last MDS before death were used to examine analgesic management of daily pain. Guidelines from the American Medical Directors Association (AMDA) were used to identify analgesics not recommended for use in managing chronic pain in long-term care settings. The study outcome, regular treatment of daily pain, examined whether patients received any analgesic, other than those not recommended by AMDA, at least twice a day for each day of documented daily pain (i.e., 7 days before date of last MDS).
(Results) Fifteen percent of hospice residents and 23% of nonhospice residents in daily pain received no analgesics (odds ratio (OR) = 0.57, 95% confidence interval (CI) = 0.45-0.74). A lower proportion of hospice residents (21%) than of nonhospice residents (29%) received analgesics not recommended by AMDA (OR = 0.65, 95% CI =0.52-0.80). Overall, acetaminophen (not in combination with other drugs) was used most frequently for nonhospice residents (25% of 1,673 prescriptions), whereas morphine derivatives were used most frequently for hospice residents (30% of 1,058 prescriptions). Fifty-one percent of hospice residents and 33% of nonhospice residents received regular treatment for daily pain. Controlling for clinical confounders, hospice residents were twice as likely as nonhospice residents to receive regular treatment for daily pain (adjusted odds ratio = 2.08, 95% CI = 1.68-2.56).

Now answer this question: Does receipt of hospice care in nursing homes improve the management of pain at the end of life?","[""No"", ""Maybe"", ""Yes""]",C
356,"Context: (Background) Beating-heart valve surgery appears to be a promising technique for protection of hypertrophied hearts. Normothermic normokalemic simultaneous antegrade/retrograde perfusion (NNSP) may improve myocardial perfusion. However, its effects on myocardial oxygenation and energy metabolism remain unclear. The present study was to determine whether NNSP improved myocardial oxygenation and energy metabolism of hypertrophied hearts relative to normothermic normokalemic antegrade perfusion (NNAP).
(Methods) Twelve hypertrophied pig hearts underwent a protocol consisting of three 20-minute perfusion episodes (10 minutes NNAP and 10 minutes NNSP in a random order) with each conducted at a different blood flow in the left anterior descending coronary artery (LAD [100%, 50%, and 20% of its initial control]). Myocardial oxygenation was assessed using near-infrared spectroscopic imaging. Myocardial energy metabolism was monitored using localized phosphorus-31 magnetic resonance spectroscopy.
(Results) With 100% LAD flow, both NNAP and NNSP maintained myocardial oxygenation, adenosine triphosphate, phosphocreatine, and inorganic phosphate at normal levels. When LAD flow was reduced to 50% of its control level, NNSP resulted in a small but significant decrease in myocardial oxygenation and phosphocreatine, whereas those measurements did not change significantly during NNAP. With LAD flow further reduced to 20% of its control level, both NNAP and NNSP caused a substantial decrease in myocardial oxygenation, adenosine triphosphate, and phosphocreatine with an increase in inorganic phosphate. However, the changes were significantly greater during NNSP than during NNAP.
Question: Does normothermic normokalemic simultaneous antegrade/retrograde perfusion improve myocardial oxygenation and energy metabolism for hypertrophied hearts?
Answer:","[""No"", ""Maybe"", ""Yes""]",A
361,"(Design) longitudinal descriptive study.
(Setting) 2 large nursing homes in Turin, Italy.
(Subjects) 418 dependent elderly (83 males, 335 females, mean age 83.7+/-8.5 y, range 55-102) living in the nursing homes.
(Measurements) the prevalence of peripheral arterial disease (PAD) was evaluated using a Doppler Ultrasound measurement of AAI (Ankle/Arm blood pressure Index). Death causes according to ICD-9-CM were ascertained on patient's clinical records.
(Results) Diagnosis of PAD was made in 122 subjects (29.2%) with AAI<0.90. After a 3 year follow-up 203 patients (48.6%) died. The presence of PAD was not related to total mortality or to mortality for ischemic heart disease (IHD), cerebrovascular disease or other causes. IHD mortality was significantly and independently related to low haemoglobin values, previous cerebrovascular disease, polypharmacy and poor mobility conditions.
Is ankle/arm pressure predictive for cardiovascular mortality in older patients living in nursing homes?","[""No"", ""Maybe"", ""Yes""]",A
100,"Article: (Background) The optimum protocol for expander volume adjustment with respect to the timing and application of radiotherapy remains controversial.
(Methods) Eighteen New Zealand rabbits were divided into three groups. Metallic port integrated anatomic breast expanders of 250 cc were implanted on the back of each animal and controlled expansion was performed. Group I underwent radiotherapy with full expanders while in Group II, expanders were partially deflated immediately prior to radiotherapy. Control group did not receive radiotherapy.The changes in blood flow at different volume adjustments were investigated in Group II by laser Doppler flowmetry. Variations in the histopathologic properties of the irradiated tissues including the skin, capsule and the pocket floor, were compared in the biopsy specimens taken from different locations in each group.
(Results) A significant increase in skin blood flow was detected in Group II with partial expander deflation. Overall, histopathologic exam revealed aggravated findings of chronic radiodermatitis (epidermal atrophy, dermal inflammation and fibrosis, neovascularisation and vascular changes as well as increased capsule thickness) especially around the lower expander pole, in Group II.

Now answer this question: Does partial expander deflation exacerbate the adverse effects of radiotherapy in two-stage breast reconstruction?","[""No"", ""Maybe"", ""Yes""]",C
719,"(Aims) Dryness of the mouth is one of the most distressing chronic toxicities of radiation therapy in head and neck cancers. In this study, parotid function was assessed in patients with locally advanced head and neck cancers undergoing intensity-modulated radiotherapy (IMRT) with or without chemotherapy. Parotid function was assessed with the help of a questionnaire and parotid scintigraphy, especially with regards to unilateral sparing of the parotid gland.
(Materials and methods) In total, 19 patients were treated with compensator-based IMRT between February 2003 and March 2004. The dose to the clinical target volume ranged between 66 and 70 Gy in 30-35 fractions to 95% of the isodose volume. Ipsilateral high-risk neck nodes received an average dose of 60 Gy and the contralateral low-risk neck received a dose of 54-56 Gy. Eight of 19 patients also received concomitant chemotherapy.
(Results) Subjective toxicity to the parotid glands was assessed with the help of a questionnaire at 0, 3 and 6 months and objective toxicity was assessed with parotid scintigraphy at 0 and 3 months. The mean dose to the ipsilateral parotid gland ranged from 19.5 to 52.8 Gy (mean 33.14 Gy) and the mean dose to the contralateral gland was 11.1-46.6 Gy (mean 26.85 Gy). At a median follow-up of 13 months, 9/19 patients had no symptoms of dryness of the mouth (grade I), 8/19 had mild dryness of the mouth (grade II) and only 2/19 had grade III xerostomia, although the parotid gland could only be spared on one side in most of the patients.
Can dose reduction to one parotid gland prevent xerostomia?","[""No"", ""Maybe"", ""Yes""]",C
751,"Here is a question about this article: (Objective) To assess and compare the value of split-liver transplantation (SLT) and living-related liver transplantation (LRT).
(Summary background data) The concept of SLT results from the development of reduced-size transplantation. A further development of SLT, the in situ split technique, is derived from LRT, which itself marks the optimized outcome in terms of postoperative graft function and survival. The combination of SLT and LRT has abolished deaths on the waiting list, thus raising the question whether living donor liver transplantation is still necessary.
(Methods) Outcomes and postoperative liver function of 43 primary LRT patients were compared with those of 49 primary SLT patients (14 ex situ, 35 in situ) with known graft weight performed between April 1996 and December 2000. Survival rates were analyzed using the Kaplan-Meier method.
(Results) After a median follow-up of 35 months, actual patient survival rates were 82% in the SLT group and 88% in the LRT group. Actual graft survival rates were 76% and 81%, respectively. The incidence of primary nonfunction was 12% in the SLT group and 2.3% in the LRT group. Liver function parameters (prothrombin time, factor V, bilirubin clearance) and surgical complication rates did not differ significantly. In the SLT group, mean cold ischemic time was longer than in the LRT group. Serum values of alanine aminotransferase during the first postoperative week were significantly higher in the SLT group. In the LRT group, there were more grafts with signs of fatty degeneration than in the SLT group.
What is the answer to this question: Is there still a need for living-related liver transplantation in children?","[""No"", ""Maybe"", ""Yes""]",C
569,"Context: (Purpose) The precise correction of refractive error is especially important in young adults. It is unclear whether cycloplegic refraction is necessary in this age group. The purpose of this study was to compare the non-cycloplegic and cycloplegic spherical equivalent (SE) refractive error measured in young adults.
(Methods) This was a prospective study of 1400 eyes (n = 700) of enlisted soldiers aged 18 to 21 years who were consecutively evaluated in an outpatient army ophthalmology clinic. One drop of cyclopentolate 1 % was installed twice 10 min apart, and cycloplegic refraction was performed in both eyes 40 min later using an auto-refractor. The difference between non-cycloplegic and cycloplegic refractive measurements was analyzed.
(Results) The mean difference in SE between non-cycloplegic and cycloplegic measurements was 0.68 ± 0.83 D (95 % CI, 0.64-0.72). Significantly greater differences were observed in hypermetropes than myopes (1.30 ± 0.90 D versus 0.46 ± 0.68 D, p < 0.001). Moderate hypermetropes (2 to 5 D) demonstrated significantly greater refractive error than mild (0.5 to 2 D) or severe (>5 D) hypermetropes (1.71 ± 1.18 D versus 1.19 ± 0.74 D and 1.16 ± 1.08 D respectively, p < 0.001).
Question: Cycloplegic autorefraction in young adults: is it mandatory?
Answer:","[""No"", ""Maybe"", ""Yes""]",B
872,"Article: (Objective) To evaluate feasibility of the guidelines of the Groupe Francophone de Réanimation et Urgence Pédiatriques (French-speaking group of paediatric intensive and emergency care; GFRUP) for limitation of treatments in the paediatric intensive care unit (PICU).
(Design) A 2-year prospective survey.
(Setting) A 12-bed PICU at the Hôpital Jeanne de Flandre, Lille, France.
(Patients) Were included when limitation of treatments was expected.
(Results) Of 967 children admitted, 55 were included with a 2-day median delay. They were younger than others (24 v 60 months), had a higher paediatric risk of mortality (PRISM) score (14 v 4), and a higher paediatric overall performance category (POPC) score at admission (2 v 1); all p<0.002. 34 (50% of total deaths) children died. A limitation decision was made without meeting for 7 children who died: 6 received do-not-resuscitate orders (DNROs) and 1 received withholding decision. Decision-making meetings were organised for 31 children, and the following decisions were made: 12 DNROs (6 deaths and 6 survivals), 4 withholding (1 death and 3 survivals), with 14 withdrawing (14 deaths) and 1 continuing treatment (survival). After limitation, 21 (31% of total deaths) children died and 10 survived (POPC score 4). 13 procedures were interrupted because of death and 11 because of clinical improvement (POPC score 4). Parents' opinions were obtained after 4 family conferences (for a total of 110 min), 3 days after inclusion. The first meeting was planned for 6 days after inclusion and held on the 7th day after inclusion; 80% of parents were immediately informed of the decision, which was implemented after half a day.

Now answer this question: Are the GFRUP's recommendations for withholding or withdrawing treatments in critically ill children applicable?","[""No"", ""Maybe"", ""Yes""]",C
