question_id,question,options,answer,answer_index,cot_content,category,src,label,option_description
7050,Scarcity is best defined as,"['the opportunity cost of not pursuing a given course of action.'
 'the difference between unlimited wants and limited economic resources.'
 'the difference between unlimited resources and unlimited economic wants.'
 'the opportunity cost of pursuing a given course of action.'
 'the difference between the total benefit of an action and the total cost of that action.'
 'the difference between limited wants and unlimited economic resources.'
 'the total benefit of all economic actions.'
 'the difference between limited wants and limited economic resources.'
 'the total sum of resources available in an economy.'
 'the total cost of all economic actions.']",Answer: B,1,,economics,ori_mmlu-high_school_microeconomics,B,"A:the opportunity cost of not pursuing a given course of action.
B:the difference between unlimited wants and limited economic resources.
C:the difference between unlimited resources and unlimited economic wants.
D:the opportunity cost of pursuing a given course of action.
E:the difference between the total benefit of an action and the total cost of that action.
F:the difference between limited wants and unlimited economic resources.
G:the total benefit of all economic actions.
H:the difference between limited wants and limited economic resources.
I:the total sum of resources available in an economy.
J:the total cost of all economic actions."
10176,Compute the mean translational kinetic energy of a single ideal gas molecule in eV.,['0.005' '0.58' '1.5' '0.038' '1.20' '0.12' '0.95' '2.5' '0.025' '0.75'],Answer: D,3,,physics,theoremQA-Physics,D,"A:0.005
B:0.58
C:1.5
D:0.038
E:1.20
F:0.12
G:0.95
H:2.5
I:0.025
J:0.75"
495,Although corporate profit maximization is not directly prescribed by major normative theories to which normative theory is it most similar?,"['ethics of care' 'preference utilitarianism' 'Egoism' 'Deontology'
 'Relativism' 'The Categorical Imperative' 'Virtue ethics'
 'Contractarianism' 'hedonistic utilitarianism' 'Consequentialism']",Answer: B,1,,business,ori_mmlu-business_ethics,B,"A:ethics of care
B:preference utilitarianism
C:Egoism
D:Deontology
E:Relativism
F:The Categorical Imperative
G:Virtue ethics
H:Contractarianism
I:hedonistic utilitarianism
J:Consequentialism"
2165,"According to Erikson, a young adult's developmental crisis centers around","['autonomy vs. shame and guilt' 'integrity vs. despair'
 'identity vs. role confusion' 'empathy vs. apathy' 'initiative vs. guilt'
 'generativity vs. stagnation' 'intimacy vs. isolation'
 'trust vs. mistrust' 'independence vs. dependence'
 'industry vs. inferiority']",Answer: G,6,,psychology,ori_mmlu-high_school_psychology,G,"A:autonomy vs. shame and guilt
B:integrity vs. despair
C:identity vs. role confusion
D:empathy vs. apathy
E:initiative vs. guilt
F:generativity vs. stagnation
G:intimacy vs. isolation
H:trust vs. mistrust
I:independence vs. dependence
J:industry vs. inferiority"
4808,"This question refers to the following information.
I walk alongside the column, ask what's going on.
A soldier says simply: ""They call up more every day.
""Some of us were sent north to the Yellow River at age fifteen,
And now at forty we're heading off to the garrisons in the west.
On our first tour, the village headman had to tie our bandannas for us.
When we came back, our hair was white, but still there's more unrest.
The frontier garrisons run with blood, enough to fill an ocean,
But the Martial Emperor's territorial ambitions have yet to crest.
In the hundred districts east of the mountains, throughout the land of Han,
There must be ten thousand villages that brambles now infest.
Even if wives are strong enough to handle a hoe and plow,
The crops grow every which way, the fields are all a mess.
It's hardest for the Shanxi men, with their reputations as fighters:
They're rounded up like dogs or chickens, every male impressed.
""But sir, though it's good of you to ask,
Complaining isn't part of the soldier's task.
We can only shake our heads. Take this winter:
The Shanxi troops were never sent home.
The District Officers are demanding the land tax,
But where will it come from? You can't get blood from a stone!
I honestly think it's bad luck to bear a son now,
It's better to have a daughter: at least she can marry
And live with the neighbors next door.
But a son will end up lying on some distant prairie.""
Du Fu, ""Ballad of the Army Carts,"" ca. 750 C.E.
The poem provides evidence of which of the following with respect to gender relations in Tang society?","['Women in Tang society had limited roles outside of the home.'
 'Imperial rescripts emphasized the birth of able sons over daughters to fulfill conscription quotas.'
 'Agricultural work could be shared by women and men alike.'
 'Women were encouraged to become soldiers to fill the conscription quotas.'
 'Traditional Chinese gender relations were reversed during the reign of Empress Wu Zetian.'
 'The birth of a daughter was seen as a misfortune in Tang society.'
 'Men were predominantly responsible for the household while women worked in the fields.'
 'Confucian relationships between husband and wife were still strong in Tang society.']",Answer: C,2,,history,ori_mmlu-high_school_world_history,C,"A:Women in Tang society had limited roles outside of the home.
B:Imperial rescripts emphasized the birth of able sons over daughters to fulfill conscription quotas.
C:Agricultural work could be shared by women and men alike.
D:Women were encouraged to become soldiers to fill the conscription quotas.
E:Traditional Chinese gender relations were reversed during the reign of Empress Wu Zetian.
F:The birth of a daughter was seen as a misfortune in Tang society.
G:Men were predominantly responsible for the household while women worked in the fields.
H:Confucian relationships between husband and wife were still strong in Tang society."
11336,"A bevel gear is keyed to a steel shaft by a steel feather key. The gear delivers a torque of 7500 in.-lb. and the shaft has a 2 in. diameter. Compute the key length if: (a) The key has thickness = (1/2) in. and width = (3/4) in (b) The key has thickness = (3/4) in. and width = (1/2) in Assume permissible stress values in compression and tension of 16,500 psi and in shear of 8500 psi, for the key material.","['(a) 1.5 in, (b) 1 (1/2) in' '(a) 2.25 in, (b) 1.25 in'
 '(a) 1.75 in, (b) 2.25 in' '(a) 2.0 in, (b) 1 (3/4) in'
 '(a) 2.5 in, (b) 2 in' '(a) 1.0 in, (b) 3.0 in' '(a) 3.5 in, (b) 2.0 in'
 '(a) 2.75 in, (b) 1.75 in' '(a) 3.25 in, (b) 2.5 in'
 '(a) 3.0 in, (b) 2 (1/4) in']",Answer: D,3,,engineering,stemez-MachineDesign,D,"A:(a) 1.5 in, (b) 1 (1/2) in
B:(a) 2.25 in, (b) 1.25 in
C:(a) 1.75 in, (b) 2.25 in
D:(a) 2.0 in, (b) 1 (3/4) in
E:(a) 2.5 in, (b) 2 in
F:(a) 1.0 in, (b) 3.0 in
G:(a) 3.5 in, (b) 2.0 in
H:(a) 2.75 in, (b) 1.75 in
I:(a) 3.25 in, (b) 2.5 in
J:(a) 3.0 in, (b) 2 (1/4) in"
5842,"To which of the following parties will a CPA be liable if the CPA fraudulently issues an unqualified opinion on a corporation's materially misstated financial statements? Corporate shareholders, Corporate bondholders","['No No'
 'To both parties, but only if the CPA had knowledge of the fraudulent activity'
 'Only to corporate bondholders if they can prove reliance on the misstated financial statements'
 'Yes Yes' 'No Yes'
 'To neither party, unless they can prove reliance and financial loss due to the misstated financial statements'
 'Yes No'
 'Only to corporate shareholders if they can prove reliance on the misstated financial statements'
 'To both parties, but only if the CPA had a direct contractual relationship with them'
 'To both parties, but only if they can prove financial loss due to the misstated financial statements']",Answer: D,3,,other,ori_mmlu-professional_accounting,D,"A:No No
B:To both parties, but only if the CPA had knowledge of the fraudulent activity
C:Only to corporate bondholders if they can prove reliance on the misstated financial statements
D:Yes Yes
E:No Yes
F:To neither party, unless they can prove reliance and financial loss due to the misstated financial statements
G:Yes No
H:Only to corporate shareholders if they can prove reliance on the misstated financial statements
I:To both parties, but only if the CPA had a direct contractual relationship with them
J:To both parties, but only if they can prove financial loss due to the misstated financial statements"
6420,The major concentrations of proprioceptive receptors providing information about position of the TMJ are located in,"['the articular disc of the TMJ and the lateral pterygoid muscle.'
 'the capsule and ligaments of the TMJ and the masseter muscle.'
 'the ligaments of the TMJ and the medial pterygoid muscle.'
 'the articular disc of the TMJ and the medial pterygoid muscle.'
 'the articular disc of the TMJ and the medial and lateral pterygoid muscles.'
 'the capsule, ligaments, and articular disc of the TMJ.'
 'the articular disc of the TMJ and the masseter muscle.'
 'the capsule and ligaments of the TMJ and the lateral pterygoid muscle.'
 'the capsule and ligaments of the TMJ and the medial pterygoid muscle.'
 'the capsule of the TMJ and the lateral pterygoid muscle.']",Answer: H,7,,health,ori_mmlu-anatomy,H,"A:the articular disc of the TMJ and the lateral pterygoid muscle.
B:the capsule and ligaments of the TMJ and the masseter muscle.
C:the ligaments of the TMJ and the medial pterygoid muscle.
D:the articular disc of the TMJ and the medial pterygoid muscle.
E:the articular disc of the TMJ and the medial and lateral pterygoid muscles.
F:the capsule, ligaments, and articular disc of the TMJ.
G:the articular disc of the TMJ and the masseter muscle.
H:the capsule and ligaments of the TMJ and the lateral pterygoid muscle.
I:the capsule and ligaments of the TMJ and the medial pterygoid muscle.
J:the capsule of the TMJ and the lateral pterygoid muscle."
11178,"According to Hume, morality is ultimately based on:","['cultural norms.' 'social agreements.' 'reason.' 'personal beliefs.'
 'individual experiences.' 'scientific facts.' 'God’s commands.'
 'self-interest.' 'sympathy.' 'emotional responses.']",Answer: I,8,,philosophy,ori_mmlu-philosophy,I,"A:cultural norms.
B:social agreements.
C:reason.
D:personal beliefs.
E:individual experiences.
F:scientific facts.
G:God’s commands.
H:self-interest.
I:sympathy.
J:emotional responses."
5084,"Over the past several decades, attitudes toward premarital sex have __________; attitudes toward extramarital sex have __________.","['become more permissive; remained constant'
 'remained constant; become less accepting'
 'remained constant; become more permissive'
 'become more more permissive; become less accepting'
 'become less permissive; become more accepting'
 'remained constant; remained constant'
 'become less permissive; remained constant'
 'become less accepting; become more permissive'
 'become more permissive; become more accepting'
 'become less accepting; become less accepting']",Answer: D,3,,other,ori_mmlu-human_sexuality,D,"A:become more permissive; remained constant
B:remained constant; become less accepting
C:remained constant; become more permissive
D:become more more permissive; become less accepting
E:become less permissive; become more accepting
F:remained constant; remained constant
G:become less permissive; remained constant
H:become less accepting; become more permissive
I:become more permissive; become more accepting
J:become less accepting; become less accepting"
